ZL_DIVN_NBR,LOC_NBR,RDS_SKU_NBR,ZL_MSTSTYL_NBR,NSL_QTY
71,5038,1544501,78950,1
71,5040,1544501,78950,1
71,5429,1544501,78950,1
71,5031,1544519,78950,8
71,5035,1544519,78950,9
71,5038,1544519,78950,8
71,5040,1544519,78950,8
71,5043,1544519,78950,0
71,5429,1544519,78950,8
71,5031,1544527,78942,0
71,5038,1544527,78942,0
71,5040,1544527,78942,0
71,5043,1544527,78942,0
71,5429,1544527,78942,0
71,5031,1544535,78942,0
