ZL_DIVN_NBR,LOC_NBR,RDS_SKU_NBR,ZL_MSTSTYL_NBR,NSL_QTY
71,5043,1157031,783,0
71,5429,1157031,783,3
71,5031,1157049,783,0
71,5035,1157049,783,0
71,5038,1157049,783,1
71,5040,1157049,783,1
71,5043,1157049,783,0
71,5429,1157049,783,1
71,5031,1157056,783,0
71,5035,1157056,783,0
71,5038,1157056,783,1
71,5040,1157056,783,1
71,5043,1157056,783,0
71,5429,1157056,783,1
71,5031,1157387,784,0
71,5038,1157387,784,0
71,5429,1157387,784,0
71,5031,1157395,784,0
71,5038,1157395,784,0
71,5038,1157411,784,0
71,5429,1157411,784,0
71,5038,1157429,784,0
71,5429,1157429,784,0
71,5038,1157452,784,0
71,5031,1157460,784,0
71,5038,1157460,784,0
71,5031,1157551,784,0
71,5038,1157551,784,0
71,5031,1158518,87376,0
71,5040,1158518,87376,0
71,5031,1158575,87375,0
71,5040,1158575,87375,0
71,5038,1158609,87375,0
71,5031,1158641,87379,0
71,5035,1158641,87379,0
71,5031,1158690,87380,0
71,5035,1158690,87380,0
71,5043,1158690,87380,0
71,5031,1158716,87380,0
71,5035,1158716,87380,0
71,5031,1159417,87381,0
71,5035,1159417,87381,0
71,5040,1159417,87381,0
71,5043,1159417,87381,0
71,5031,1159474,87381,0
71,5035,1159474,87381,0
71,5038,1159474,87381,0
71,5031,1159664,58069,0
71,5038,1159664,58069,0
71,5040,1159664,58069,0
71,5429,1159664,58069,0
71,5031,1159672,58069,0
71,5038,1159672,58069,0
71,5040,1159672,58069,0
71,5429,1159672,58069,0
71,5429,1159698,58069,0
71,5031,1159755,58069,0
71,5038,1159755,58069,0
71,5040,1159755,58069,0
71,5429,1159755,58069,0
71,5031,1159904,30263,0
71,5038,1159904,30263,0
71,5040,1159904,30263,0
71,5429,1159904,30263,0
71,5429,1159912,30263,0
71,5031,1163823,58070,1
71,5038,1163823,58070,0
71,5040,1163823,58070,1
71,5429,1163823,58070,1
71,5031,1163831,58070,1
71,5038,1163831,58070,0
71,5040,1163831,58070,1
71,5429,1163831,58070,1
71,5031,1163880,58070,1
71,5038,1163880,58070,0
71,5040,1163880,58070,1
71,5429,1163880,58070,1
71,5031,1165067,30264,0
71,5038,1165067,30264,0
71,5040,1165067,30264,0
71,5429,1165067,30264,0
71,5429,1165109,30264,0
71,5031,1165125,30265,0
71,5040,1165125,30265,0
71,5040,1173384,30195,0
71,5040,1173400,30195,0
71,5031,1175926,773,0
71,5031,1175934,773,0
71,5031,1176213,773,0
71,5038,1181486,10215,0
71,5040,1182419,45522,0
71,5040,1182427,45522,0
71,5040,1182435,45522,0
71,5031,1182450,45525,0
71,5040,1182450,45525,0
71,5429,1185230,30026,0
71,5031,1190446,58103,0
71,5038,1190446,58103,0
71,5040,1190446,58103,0
71,5429,1190446,58103,0
71,5040,1194794,786,0
71,5040,1194802,786,0
71,5038,1194828,786,0
71,5040,1194828,786,0
71,5031,1200153,897,1
71,5035,1200153,897,0
71,5038,1200153,897,1
71,5040,1200153,897,1
71,5429,1200153,897,1
71,5031,1200179,897,0
71,5038,1200179,897,0
71,5040,1200179,897,0
71,5031,1200187,897,1
71,5035,1200187,897,0
71,5038,1200187,897,1
71,5040,1200187,897,1
71,5429,1200187,897,1
71,5031,1200195,897,1
71,5035,1200195,897,0
71,5038,1200195,897,1
71,5040,1200195,897,1
71,5429,1200195,897,1
71,5031,1200203,897,1
71,5035,1200203,897,0
71,5038,1200203,897,1
71,5040,1200203,897,1
71,5429,1200203,897,1
71,5031,1200211,897,1
71,5035,1200211,897,0
71,5038,1200211,897,1
71,5040,1200211,897,1
71,5429,1200211,897,1
71,5031,1200229,897,0
71,5038,1200229,897,0
71,5040,1200229,897,0
71,5031,1200237,897,0
71,5038,1200237,897,0
71,5040,1200237,897,0
71,5031,1200245,897,0
71,5038,1200245,897,0
71,5040,1200245,897,0
71,5031,1200476,78968,1
71,5035,1200476,78968,1
71,5038,1200476,78968,1
71,5040,1200476,78968,1
71,5043,1200476,78968,1
71,5429,1200476,78968,1
71,5031,1200500,78968,6
71,5035,1200500,78968,6
71,5038,1200500,78968,5
71,5040,1200500,78968,6
71,5043,1200500,78968,6
71,5429,1200500,78968,6
71,5031,1200518,78968,1
71,5035,1200518,78968,1
71,5038,1200518,78968,1
71,5040,1200518,78968,1
71,5043,1200518,78968,1
71,5429,1200518,78968,1
71,5031,1200534,78969,0
71,5040,1200534,78969,0
71,5429,1200534,78969,0
71,5031,1200559,78969,0
71,5040,1200559,78969,0
71,5429,1200559,78969,0
71,5031,1200567,78969,0
71,5040,1200567,78969,0
71,5429,1200567,78969,0
71,5031,1200641,78969,0
71,5040,1200641,78969,0
71,5429,1200641,78969,0
71,5031,1200740,911,0
71,5035,1200740,911,0
71,5038,1200740,911,1
71,5040,1200740,911,0
71,5043,1200740,911,0
71,5429,1200740,911,1
71,5031,1200765,911,0
71,5040,1200765,911,0
71,5429,1200765,911,1
71,5031,1200773,911,0
71,5035,1200773,911,0
71,5040,1200773,911,0
71,5429,1200773,911,1
71,5031,1200799,911,0
71,5038,1200799,911,1
71,5040,1200799,911,0
71,5043,1200799,911,0
71,5429,1200799,911,1
71,5031,1200807,911,0
71,5040,1200807,911,0
71,5429,1200807,911,1
71,5031,1200815,911,0
71,5035,1200815,911,0
71,5038,1200815,911,1
71,5040,1200815,911,0
71,5043,1200815,911,0
71,5429,1200815,911,1
71,5031,1200831,911,0
71,5035,1200831,911,0
71,5040,1200831,911,0
71,5429,1200831,911,1
71,5040,1203959,768,0
71,5040,1203967,768,0
71,5038,1203991,768,0
71,5040,1204007,768,0
71,5045,1204056,768,0
71,5031,1206051,78940,0
71,5040,1206051,78940,0
71,5429,1206051,78940,0
71,5031,1206077,78940,0
71,5040,1206077,78940,0
71,5429,1206077,78940,0
71,5031,1206325,78940,0
71,5040,1206325,78940,0
71,5429,1206325,78940,0
71,5031,1211796,787,1
71,5035,1211796,787,0
71,5038,1211796,787,1
71,5040,1211796,787,1
71,5429,1211796,787,1
71,5031,1211838,788,0
71,5035,1211838,788,0
71,5038,1211838,788,1
71,5040,1211838,788,1
71,5429,1211838,788,1
71,5038,1211879,789,1
71,5040,1211879,789,1
71,5429,1211879,789,1
71,5040,1221407,166,0
71,5031,1223064,762,0
71,5038,1223064,762,0
71,5038,1223072,762,0
71,5038,1223080,762,0
71,5038,1223098,762,0
71,5031,1223114,762,0
71,5038,1223114,762,0
71,5031,1223122,762,0
71,5038,1223122,762,0
71,5031,1223130,762,0
71,5038,1223130,762,1
71,5040,1223130,762,1
71,5043,1223130,762,0
71,5429,1223130,762,1
71,5031,1224765,395,0
71,5035,1224765,395,0
71,5038,1224765,395,0
71,5040,1224765,395,0
71,5043,1224765,395,0
71,5044,1224765,395,0
71,5045,1224765,395,0
71,5429,1224765,395,0
71,5035,1224815,396,0
71,5031,1224989,398,0
71,5035,1224989,398,0
71,5038,1224989,398,0
71,5040,1224989,398,0
71,5043,1224989,398,0
71,5044,1224989,398,0
71,5045,1224989,398,0
71,5429,1224989,398,0
71,5031,1225051,399,0
71,5038,1225051,399,0
71,5040,1225051,399,0
71,5043,1225051,399,0
71,5044,1225051,399,0
71,5429,1225051,399,0
71,5031,1225135,400,0
71,5035,1225135,400,0
71,5038,1225135,400,0
71,5040,1225135,400,0
71,5043,1225135,400,0
71,5044,1225135,400,0
71,5045,1225135,400,0
71,5429,1225135,400,0
71,5031,1225184,401,0
71,5038,1225184,401,0
71,5040,1225184,401,0
71,5043,1225184,401,0
71,5044,1225184,401,0
71,5045,1225184,401,0
71,5429,1225184,401,0
71,5031,1225333,869,0
71,5038,1225333,869,0
71,5040,1225333,869,0
71,5429,1225333,869,1
71,5031,1225382,869,0
71,5038,1225382,869,0
71,5040,1225382,869,0
71,5429,1225382,869,1
71,5031,1225390,869,0
71,5038,1225390,869,0
71,5040,1225390,869,0
71,5429,1225390,869,1
71,5031,1225424,869,0
71,5038,1225424,869,0
71,5040,1225424,869,0
71,5429,1225424,869,1
71,5031,1225432,869,0
71,5038,1225432,869,0
71,5040,1225432,869,0
71,5429,1225432,869,1
71,5031,1225465,869,0
71,5038,1225465,869,0
71,5040,1225465,869,0
71,5429,1225465,869,1
71,5031,1225473,869,0
71,5038,1225473,869,0
71,5040,1225473,869,0
71,5429,1225473,869,0
71,5031,1228691,69161,0
71,5040,1228691,69161,0
71,5031,1228733,69161,0
71,5040,1228733,69161,0
71,5031,1229483,419,0
71,5037,1229483,419,0
71,5038,1229483,419,0
71,5040,1229483,419,0
71,5043,1229483,419,0
71,5429,1229483,419,0
71,5031,1229541,420,0
71,5037,1229541,420,0
71,5038,1229541,420,0
71,5040,1229541,420,0
71,5043,1229541,420,0
71,5429,1229541,420,0
71,5031,1229608,421,0
71,5037,1229608,421,0
71,5038,1229608,421,0
71,5040,1229608,421,0
71,5043,1229608,421,0
71,5429,1229608,421,0
71,5031,1229657,422,0
71,5037,1229657,422,0
71,5038,1229657,422,0
71,5043,1229657,422,0
71,5429,1229657,422,0
71,5031,1229756,424,0
71,5037,1229756,424,0
71,5038,1229756,424,0
71,5040,1229756,424,0
71,5043,1229756,424,0
71,5429,1229756,424,0
71,5031,1231653,197,0
71,5031,1231810,197,0
71,5038,1234798,784,0
71,5429,1234798,784,0
71,5031,1235118,758,0
71,5040,1235118,758,0
71,5043,1235118,758,0
71,5429,1235118,758,0
71,5031,1235290,362,0
71,5038,1235290,362,0
71,5040,1235290,362,0
71,5429,1235290,362,0
71,5031,1235365,907,0
71,5038,1235365,907,0
71,5040,1235365,907,0
71,5429,1235365,907,0
71,5031,1235431,723,1
71,5035,1235431,723,0
71,5038,1235431,723,1
71,5040,1235431,723,1
71,5429,1235431,723,1
71,5040,1235456,723,0
71,5031,1235506,639,1
71,5035,1235506,639,0
71,5038,1235506,639,1
71,5040,1235506,639,0
71,5031,1235993,907,0
71,5040,1235993,907,0
71,5429,1235993,907,0
71,5031,1236009,907,0
71,5038,1236009,907,0
71,5040,1236009,907,0
71,5429,1236009,907,0
71,5031,1236256,907,0
71,5040,1236256,907,0
71,5429,1236256,907,0
71,5031,1236363,907,0
71,5038,1236363,907,0
71,5040,1236363,907,0
71,5429,1236363,907,0
71,5031,1236488,907,0
71,5040,1236488,907,0
71,5429,1236488,907,0
71,5031,1238807,914,0
71,5035,1238807,914,0
71,5038,1238807,914,1
71,5040,1238807,914,0
71,5043,1238807,914,0
71,5429,1238807,914,1
71,5031,1238815,914,0
71,5040,1238815,914,0
71,5429,1238815,914,1
71,5031,1238823,914,0
71,5035,1238823,914,0
71,5038,1238823,914,1
71,5040,1238823,914,0
71,5043,1238823,914,0
71,5429,1238823,914,1
71,5031,1238864,30362,0
71,5038,1238864,30362,1
71,5040,1238864,30362,0
71,5043,1238864,30362,0
71,5429,1238864,30362,1
71,5038,1240068,790,0
71,5040,1240068,790,0
71,5429,1240068,790,0
71,5038,1240076,790,0
71,5040,1240076,790,0
71,5429,1240076,790,0
71,5038,1240084,790,0
71,5040,1240084,790,0
71,5429,1240084,790,0
71,5038,1240092,790,0
71,5040,1240092,790,0
71,5429,1240092,790,0
71,5040,1243468,96,0
71,5040,1248889,791,1
71,5040,1248897,791,1
71,5040,1248905,791,0
71,5040,1249556,791,0
71,5031,1255793,40637,0
71,5040,1255793,40637,0
71,5429,1255793,40637,0
71,5031,1265933,68291,1
71,5032,1265933,68291,1
71,5033,1265933,68291,1
71,5035,1265933,68291,1
71,5037,1265933,68291,1
71,5038,1265933,68291,1
71,5040,1265933,68291,1
71,5041,1265933,68291,1
71,5042,1265933,68291,1
71,5043,1265933,68291,1
71,5429,1265933,68291,1
71,5031,1266089,68292,1
71,5032,1266089,68292,1
71,5033,1266089,68292,1
71,5035,1266089,68292,1
71,5037,1266089,68292,1
71,5038,1266089,68292,1
71,5040,1266089,68292,1
71,5041,1266089,68292,1
71,5042,1266089,68292,1
71,5043,1266089,68292,1
71,5429,1266089,68292,1
71,5031,1267137,68293,1
71,5032,1267137,68293,1
71,5033,1267137,68293,1
71,5035,1267137,68293,1
71,5037,1267137,68293,1
71,5041,1267137,68293,1
71,5042,1267137,68293,1
71,5031,1268788,68294,1
71,5032,1268788,68294,1
71,5033,1268788,68294,1
71,5035,1268788,68294,1
71,5038,1268788,68294,1
71,5040,1268788,68294,1
71,5042,1268788,68294,1
71,5037,1268804,68294,1
71,5041,1268804,68294,1
71,5043,1268804,68294,1
71,5031,1268861,68295,1
71,5032,1268861,68295,1
71,5033,1268861,68295,1
71,5035,1268861,68295,1
71,5038,1268861,68295,1
71,5040,1268861,68295,1
71,5042,1268861,68295,1
71,5043,1268861,68295,1
71,5429,1268861,68295,1
71,5031,1269497,68305,1
71,5035,1269497,68305,1
71,5038,1269497,68305,0
71,5040,1269497,68305,1
71,5042,1269497,68305,1
71,5429,1269497,68305,1
71,5038,1269588,68305,1
71,5038,1269620,68306,0
71,5040,1269620,68306,1
71,5429,1269620,68306,1
71,5031,1269653,50121,0
71,5040,1269653,50121,0
71,5043,1269653,50121,0
71,5429,1269653,50121,0
71,5031,1269661,50121,0
71,5040,1269661,50121,0
71,5429,1269661,50121,0
71,5031,1270065,68306,1
71,5429,1270156,68307,1
71,5038,1270230,68307,0
71,5040,1270230,68307,1
71,5031,1273101,68309,5
71,5032,1273101,68309,4
71,5033,1273101,68309,4
71,5035,1273101,68309,5
71,5037,1273101,68309,2
71,5038,1273101,68309,2
71,5040,1273101,68309,3
71,5041,1273101,68309,2
71,5042,1273101,68309,5
71,5043,1273101,68309,2
71,5429,1273101,68309,3
71,5031,1273119,68309,0
71,5037,1273119,68309,2
71,5038,1273119,68309,2
71,5041,1273119,68309,2
71,5043,1273119,68309,2
71,5031,1273135,68309,0
71,5040,1273135,68309,0
71,5043,1273135,68309,0
71,5038,1273143,68310,0
71,5040,1273143,68310,1
71,5429,1273143,68310,2
71,5031,1273150,68310,2
71,5040,1273416,68310,2
71,5031,1273655,878,0
71,5038,1273655,878,0
71,5429,1273655,878,0
71,5031,1274752,475,0
71,5035,1274752,475,0
71,5038,1274752,475,0
71,5040,1274752,475,0
71,5043,1274752,475,0
71,5045,1274752,475,0
71,5429,1274752,475,0
71,5031,1274778,878,0
71,5038,1274778,878,0
71,5429,1274778,878,0
71,5031,1274786,878,0
71,5038,1274786,878,0
71,5429,1274786,878,0
71,5031,1274802,878,0
71,5038,1274802,878,0
71,5429,1274802,878,0
71,5031,1275007,475,0
71,5045,1275007,475,0
71,5038,1275049,475,0
71,5031,1275072,878,0
71,5038,1275072,878,0
71,5429,1275072,878,0
71,5040,1275247,476,0
71,5031,1275346,878,0
71,5038,1275346,878,0
71,5429,1275346,878,0
71,5031,1275395,878,0
71,5038,1275395,878,0
71,5429,1275395,878,0
71,5045,1275692,476,0
71,5038,1275700,476,0
71,5429,1276468,58073,0
71,5031,1276476,58073,0
71,5040,1276476,58073,0
71,5429,1276476,58073,0
71,5031,1276484,58073,0
71,5040,1276484,58073,0
71,5429,1276484,58073,0
71,5031,1276492,58073,0
71,5040,1276492,58073,0
71,5031,1276500,58073,0
71,5040,1276500,58073,0
71,5429,1276500,58073,0
71,5031,1276518,58073,0
71,5040,1276518,58073,0
71,5429,1276518,58073,0
71,5031,1276526,58073,0
71,5040,1276526,58073,0
71,5429,1276526,58073,0
71,5031,1276534,58073,0
71,5040,1276534,58073,0
71,5429,1276534,58073,0
71,5031,1276724,563,0
71,5035,1276724,563,0
71,5040,1276724,563,0
71,5043,1276724,563,0
71,5429,1276724,563,0
71,5031,1277516,58126,0
71,5038,1277516,58126,0
71,5040,1277516,58126,1
71,5429,1277516,58126,1
71,5031,1279439,38349,0
71,5038,1279439,38349,0
71,5040,1279439,38349,0
71,5043,1279439,38349,0
71,5429,1279439,38349,0
71,5031,1279488,38349,0
71,5038,1279488,38349,0
71,5040,1279488,38349,0
71,5043,1279488,38349,0
71,5429,1279488,38349,0
71,5031,1279637,38350,0
71,5038,1279637,38350,0
71,5040,1279637,38350,0
71,5429,1279637,38350,0
71,5031,1279983,478,0
71,5035,1279983,478,0
71,5037,1279983,478,0
71,5038,1279983,478,0
71,5040,1279983,478,0
71,5043,1279983,478,0
71,5044,1279983,478,0
71,5045,1279983,478,0
71,5035,1281096,478,0
71,5429,1281096,478,0
71,5040,1281104,478,0
71,5031,1281302,479,0
71,5035,1281302,479,0
71,5037,1281302,479,0
71,5038,1281302,479,0
71,5040,1281302,479,0
71,5043,1281302,479,0
71,5044,1281302,479,0
71,5045,1281302,479,0
71,5429,1281302,479,0
71,5031,1284827,58074,0
71,5038,1284827,58074,0
71,5040,1284827,58074,0
71,5429,1284827,58074,0
71,5031,1284835,58074,0
71,5038,1284835,58074,0
71,5040,1284835,58074,0
71,5429,1284835,58074,0
71,5031,1284843,58074,0
71,5038,1284843,58074,0
71,5040,1284843,58074,0
71,5429,1284843,58074,0
71,5031,1284892,58074,0
71,5038,1284892,58074,0
71,5040,1284892,58074,0
71,5429,1284892,58074,0
71,5031,1284900,58074,0
71,5038,1284900,58074,0
71,5040,1284900,58074,0
71,5429,1284900,58074,0
71,5031,1284918,58074,0
71,5038,1284918,58074,0
71,5040,1284918,58074,0
71,5429,1284918,58074,0
71,5031,1284926,58074,0
71,5038,1284926,58074,0
71,5040,1284926,58074,0
71,5429,1284926,58074,0
71,5031,1285766,871,0
71,5429,1285766,871,0
71,5031,1286327,871,0
71,5429,1286327,871,0
71,5031,1286483,112,1
71,5040,1286483,112,1
71,5031,1287812,871,0
71,5429,1287812,871,0
71,5031,1287838,480,0
71,5035,1287838,480,0
71,5037,1287838,480,0
71,5038,1287838,480,0
71,5040,1287838,480,0
71,5043,1287838,480,0
71,5045,1287838,480,0
71,5429,1287838,480,0
71,5035,1287846,480,0
71,5429,1287846,480,0
71,5040,1287861,480,0
71,5031,1287929,871,0
71,5429,1287929,871,0
71,5040,1291681,788,0
71,5031,1291715,58075,0
71,5035,1291715,58075,1
71,5038,1291715,58075,0
71,5040,1291715,58075,1
71,5043,1291715,58075,1
71,5429,1291715,58075,0
71,5031,1291731,58075,0
71,5035,1291731,58075,1
71,5038,1291731,58075,0
71,5040,1291731,58075,1
71,5043,1291731,58075,1
71,5429,1291731,58075,0
71,5031,1291772,58075,0
71,5035,1291772,58075,1
71,5038,1291772,58075,0
71,5040,1291772,58075,1
71,5043,1291772,58075,1
71,5429,1291772,58075,0
71,5031,1291822,58075,0
71,5035,1291822,58075,1
71,5038,1291822,58075,0
71,5040,1291822,58075,1
71,5043,1291822,58075,1
71,5429,1291822,58075,0
71,5031,1291848,58075,0
71,5035,1291848,58075,1
71,5038,1291848,58075,0
71,5040,1291848,58075,1
71,5043,1291848,58075,1
71,5429,1291848,58075,0
71,5043,1291871,58075,1
71,5031,1291897,58075,0
71,5040,1291897,58075,1
71,5429,1291897,58075,0
71,5031,1291905,58075,0
71,5040,1291905,58075,1
71,5429,1291905,58075,0
71,5031,1291913,58075,0
71,5035,1291913,58075,1
71,5038,1291913,58075,0
71,5040,1291913,58075,1
71,5043,1291913,58075,1
71,5429,1291913,58075,0
71,5040,1295104,8,0
71,5040,1295112,8,0
71,5429,1297126,58129,0
71,5031,1297134,58129,0
71,5429,1297134,58129,0
71,5031,1297142,58129,0
71,5429,1297142,58129,0
71,5031,1297159,58129,0
71,5031,1297167,58129,0
71,5429,1297167,58129,0
71,5031,1297175,58129,0
71,5429,1297175,58129,0
71,5031,1297183,58129,0
71,5429,1297183,58129,0
71,5031,1297191,58129,0
71,5429,1297191,58129,0
71,5031,1297936,38555,1
71,5038,1297936,38555,1
71,5040,1297936,38555,1
71,5429,1297936,38555,1
71,5031,1298082,913,0
71,5038,1298082,913,0
71,5040,1298082,913,0
71,5429,1298082,913,0
71,5031,1298090,913,0
71,5038,1298090,913,0
71,5040,1298090,913,0
71,5429,1298090,913,0
71,5031,1298108,913,0
71,5038,1298108,913,0
71,5040,1298108,913,0
71,5429,1298108,913,0
71,5031,1298116,913,0
71,5038,1298116,913,0
71,5040,1298116,913,0
71,5429,1298116,913,0
71,5031,1298124,913,0
71,5038,1298124,913,0
71,5040,1298124,913,0
71,5429,1298124,913,0
71,5031,1298132,913,0
71,5038,1298132,913,0
71,5040,1298132,913,0
71,5429,1298132,913,0
71,5031,1301548,78916,0
71,5043,1301548,78916,0
71,5031,1301555,78916,0
71,5043,1301555,78916,0
71,5031,1301605,78917,0
71,5031,1301613,78917,0
71,5031,1308360,78928,0
71,5035,1308360,78928,1
71,5038,1308360,78928,1
71,5040,1308360,78928,1
71,5429,1308360,78928,1
71,5031,1308378,78928,0
71,5035,1308378,78928,1
71,5038,1308378,78928,1
71,5040,1308378,78928,1
71,5429,1308378,78928,1
71,5031,1308410,78928,0
71,5038,1308410,78928,0
71,5040,1308410,78928,0
71,5429,1308410,78928,0
71,5031,1308428,78928,0
71,5038,1308428,78928,0
71,5040,1308428,78928,0
71,5429,1308428,78928,0
71,5031,1309319,78970,0
71,5038,1309319,78970,0
71,5040,1309319,78970,0
71,5429,1309319,78970,0
71,5031,1309327,78970,0
71,5038,1309327,78970,0
71,5040,1309327,78970,0
71,5429,1309327,78970,0
71,5031,1309350,78970,0
71,5038,1309350,78970,0
71,5040,1309350,78970,0
71,5429,1309350,78970,0
71,5031,1309368,78970,0
71,5038,1309368,78970,0
71,5040,1309368,78970,0
71,5429,1309368,78970,0
71,5031,1313642,87382,0
71,5035,1313642,87382,0
71,5037,1313642,87382,0
71,5038,1313642,87382,0
71,5040,1313642,87382,0
71,5429,1313642,87382,0
71,5031,1313659,87382,0
71,5043,1313659,87382,0
71,5038,1313667,87382,0
71,5043,1313667,87382,0
71,5031,1313675,87382,0
71,5031,1313683,87382,0
71,5038,1313717,87383,0
71,5040,1313717,87383,0
71,5035,1313725,87383,0
71,5429,1313725,87383,0
71,5040,1313857,87385,0
71,5031,1313865,87385,0
71,5038,1313873,87385,0
71,5038,1313980,87384,0
71,5035,1314020,87386,0
71,5037,1314020,87386,0
71,5040,1314020,87386,0
71,5031,1314053,87386,0
71,5038,1314061,87386,0
71,5031,1314095,87386,0
71,5038,1314129,87387,0
71,5031,1314384,58077,0
71,5035,1314384,58077,1
71,5038,1314384,58077,0
71,5040,1314384,58077,0
71,5429,1314384,58077,1
71,5031,1315159,58130,0
71,5038,1315159,58130,0
71,5040,1315159,58130,0
71,5429,1315159,58130,0
71,5031,1315167,58130,0
71,5038,1315167,58130,0
71,5040,1315167,58130,0
71,5429,1315167,58130,0
71,5031,1315209,58130,0
71,5038,1315209,58130,0
71,5040,1315209,58130,0
71,5429,1315209,58130,0
71,5031,1315217,58130,0
71,5038,1315217,58130,0
71,5040,1315217,58130,0
71,5429,1315217,58130,0
71,5031,1315225,58130,0
71,5038,1315225,58130,0
71,5040,1315225,58130,0
71,5429,1315225,58130,0
71,5031,1315233,58130,0
71,5038,1315233,58130,0
71,5040,1315233,58130,0
71,5429,1315233,58130,0
71,5031,1316470,58131,1
71,5035,1316470,58131,1
71,5038,1316470,58131,1
71,5040,1316470,58131,1
71,5043,1316470,58131,0
71,5429,1316470,58131,0
71,5031,1316488,58131,1
71,5035,1316488,58131,1
71,5038,1316488,58131,1
71,5040,1316488,58131,1
71,5043,1316488,58131,0
71,5429,1316488,58131,0
71,5031,1316496,58131,1
71,5035,1316496,58131,1
71,5038,1316496,58131,1
71,5040,1316496,58131,1
71,5043,1316496,58131,0
71,5429,1316496,58131,0
71,5031,1316561,58131,1
71,5035,1316561,58131,1
71,5038,1316561,58131,1
71,5040,1316561,58131,1
71,5043,1316561,58131,0
71,5429,1316561,58131,0
71,5031,1316579,58131,1
71,5035,1316579,58131,1
71,5038,1316579,58131,1
71,5040,1316579,58131,1
71,5043,1316579,58131,0
71,5429,1316579,58131,0
71,5031,1316587,58131,1
71,5040,1316587,58131,1
71,5429,1316587,58131,0
71,5031,1316629,58131,1
71,5035,1316629,58131,1
71,5038,1316629,58131,1
71,5040,1316629,58131,1
71,5043,1316629,58131,0
71,5429,1316629,58131,0
71,5040,1318179,821,0
71,5031,1318401,70069,0
71,5040,1318401,70069,0
71,5429,1318401,70069,0
71,5031,1318419,70069,0
71,5040,1318419,70069,0
71,5429,1318419,70069,0
71,5031,1318427,70069,0
71,5040,1318427,70069,0
71,5429,1318427,70069,0
71,5031,1318435,70069,0
71,5040,1318435,70069,0
71,5429,1318435,70069,0
71,5031,1318906,58078,0
71,5031,1318914,58078,0
71,5031,1318971,58078,0
71,5031,1318989,58078,0
71,5031,1318997,58078,0
71,5031,1319003,58078,0
71,5031,1320357,78929,0
71,5429,1320357,78929,0
71,5031,1320365,78929,0
71,5429,1320365,78929,0
71,5031,1320373,78929,0
71,5429,1320373,78929,0
71,5031,1320381,78929,0
71,5429,1320381,78929,0
71,5031,1323427,78931,0
71,5038,1323427,78931,0
71,5429,1323427,78931,0
71,5031,1323435,78931,0
71,5038,1323435,78931,0
71,5429,1323435,78931,0
71,5031,1323443,78931,0
71,5038,1323443,78931,0
71,5429,1323443,78931,0
71,5031,1323450,78931,0
71,5038,1323450,78931,0
71,5429,1323450,78931,0
71,5031,1323476,58077,0
71,5035,1323476,58077,1
71,5038,1323476,58077,0
71,5040,1323476,58077,0
71,5429,1323476,58077,0
71,5031,1323682,58117,0
71,5040,1323682,58117,0
71,5031,1323831,58117,0
71,5040,1323831,58117,0
71,5031,1323922,58117,0
71,5040,1323922,58117,0
71,5429,1323922,58117,0
71,5031,1324102,58117,0
71,5040,1324102,58117,0
71,5429,1324102,58117,0
71,5031,1324144,58117,0
71,5040,1324144,58117,0
71,5429,1324144,58117,0
71,5031,1324169,58117,0
71,5040,1324169,58117,0
71,5031,1324219,58117,0
71,5040,1324219,58117,0
71,5429,1324219,58117,0
71,5031,1324268,58117,0
71,5040,1324268,58117,0
71,5429,1324268,58117,0
71,5031,1324276,58117,0
71,5040,1324276,58117,0
71,5429,1324276,58117,0
71,5031,1324292,58117,0
71,5040,1324292,58117,0
71,5429,1324292,58117,0
71,5031,1327444,78932,0
71,5040,1327444,78932,0
71,5031,1327451,78932,0
71,5040,1327451,78932,0
71,5031,1327469,78932,0
71,5040,1327469,78932,0
71,5031,1327477,78932,0
71,5040,1327477,78932,0
71,5031,1327485,78932,0
71,5040,1327485,78932,0
71,5031,1340462,30267,0
71,5040,1340462,30267,0
71,5031,1340470,30268,0
71,5040,1340470,30268,0
71,5031,1340520,30268,0
71,5038,1340520,30268,0
71,5429,1340520,30268,0
71,5031,1346683,58079,0
71,5038,1346683,58079,0
71,5040,1346683,58079,0
71,5429,1346683,58079,0
71,5031,1346691,58079,0
71,5038,1346691,58079,0
71,5040,1346691,58079,0
71,5429,1346691,58079,0
71,5031,1346709,58079,0
71,5038,1346709,58079,0
71,5040,1346709,58079,0
71,5429,1346709,58079,0
71,5031,1346758,58079,0
71,5038,1346758,58079,0
71,5040,1346758,58079,0
71,5429,1346758,58079,0
71,5031,1346766,58079,0
71,5038,1346766,58079,0
71,5040,1346766,58079,0
71,5429,1346766,58079,0
71,5031,1346774,58079,0
71,5038,1346774,58079,0
71,5040,1346774,58079,0
71,5429,1346774,58079,0
71,5031,1346782,58079,0
71,5038,1346782,58079,0
71,5040,1346782,58079,0
71,5429,1346782,58079,0
71,5031,1346808,58079,0
71,5038,1346808,58079,0
71,5040,1346808,58079,0
71,5429,1346808,58079,0
71,5031,1346816,58079,0
71,5038,1346816,58079,0
71,5040,1346816,58079,0
71,5429,1346816,58079,0
71,5031,1346832,58079,0
71,5038,1346832,58079,0
71,5040,1346832,58079,0
71,5429,1346832,58079,0
71,5031,1346840,58079,0
71,5038,1346840,58079,0
71,5040,1346840,58079,0
71,5429,1346840,58079,0
71,5031,1346881,58079,0
71,5038,1346881,58079,0
71,5040,1346881,58079,0
71,5429,1346881,58079,0
