ZL_DIVN_NBR,LOC_NBR,RDS_SKU_NBR,ZL_MSTSTYL_NBR,NSL_QTY
71,5031,72793,508,0
71,5034,72793,508,0
71,5037,72793,508,0
71,5038,72793,508,0
71,5040,72793,508,0
71,5043,72793,508,0
71,5045,72793,508,0
71,5429,72793,508,0
71,5031,72819,509,1
71,5429,72819,509,2
71,5032,72843,509,1
71,5033,72843,509,1
71,5034,72843,509,1
71,5035,72843,509,1
71,5037,72843,509,2
71,5041,72843,509,1
71,5042,72843,509,1
71,5043,72843,509,1
71,5044,72843,509,1
71,5038,72934,509,2
71,5040,72934,509,2
71,5045,72934,509,2
71,5429,73023,301,0
71,5031,73031,301,0
71,5034,73031,301,0
71,5035,73031,301,0
71,5037,73031,301,0
71,5038,73031,301,0
71,5040,73031,301,0
71,5043,73031,301,0
71,5044,73031,301,0
71,5429,73031,301,0
71,5031,73916,68465,0
71,5035,73916,68465,0
71,5037,73916,68465,0
71,5038,73916,68465,0
71,5040,73916,68465,0
71,5043,73916,68465,0
71,5044,73916,68465,0
71,5429,73916,68465,0
71,5031,74138,68465,0
71,5035,74138,68465,0
71,5038,74138,68465,0
71,5040,74138,68465,0
71,5043,74138,68465,0
71,5045,74138,68465,0
71,5429,74146,68465,0
71,5031,74161,68466,0
71,5035,74161,68466,0
71,5037,74161,68466,0
71,5038,74161,68466,0
71,5040,74161,68466,0
71,5043,74161,68466,0
71,5031,74179,68466,0
71,5429,74179,68466,0
71,5035,74336,68466,0
71,5031,75226,838,0
71,5040,75226,838,0
71,5031,75234,838,0
71,5040,75234,838,0
71,5031,75242,838,0
71,5040,75242,838,0
71,5031,75267,838,0
71,5040,75267,838,0
71,5031,75283,838,0
71,5040,75283,838,0
71,5031,75309,838,0
71,5040,75309,838,0
71,5031,1001635,10131,0
71,5035,1001635,10131,0
71,5038,1001635,10131,0
71,5040,1001635,10131,0
71,5043,1001635,10131,0
71,5045,1001635,10131,0
71,5429,1001635,10131,0
71,5038,1001643,10131,0
71,5031,1001668,10131,0
71,5040,1001734,10142,0
71,5038,1001742,10142,0
71,5031,1001759,10142,0
71,5031,1001932,10132,0
71,5037,1001932,10132,0
71,5038,1001932,10132,0
71,5040,1001932,10132,0
71,5043,1001932,10132,0
71,5044,1001932,10132,0
71,5035,1001940,10132,0
71,5040,1001940,10132,0
71,5043,1001940,10132,0
71,5429,1001940,10132,0
71,5031,1002005,10132,0
71,5037,1002005,10132,0
71,5038,1002005,10132,0
71,5040,1002005,10132,0
71,5043,1002005,10132,0
71,5031,1002062,10133,0
71,5035,1002062,10133,0
71,5038,1002062,10133,0
71,5040,1002062,10133,0
71,5043,1002062,10133,0
71,5044,1002062,10133,0
71,5045,1002062,10133,0
71,5429,1002062,10133,0
71,5031,1002070,10133,0
71,5045,1002070,10133,0
71,5031,1002161,10144,0
71,5035,1002161,10144,0
71,5040,1002161,10144,0
71,5043,1002161,10144,0
71,5045,1002161,10144,0
71,5429,1002161,10144,0
71,5429,1002179,68322,0
71,5031,1002229,10144,0
71,5035,1002229,10144,0
71,5040,1002229,10144,0
71,5043,1002229,10144,0
71,5045,1002229,10144,0
71,5429,1002229,10144,0
71,5031,1002294,10144,0
71,5037,1002294,10144,0
71,5038,1002294,10144,0
71,5040,1002294,10144,0
71,5043,1002294,10144,0
71,5037,1002641,10135,0
71,5045,1002641,10135,0
71,5043,1002724,10135,0
71,5038,1002781,10135,0
71,5040,1002781,10135,0
71,5038,1002799,10135,0
71,5045,1002823,10136,0
71,5038,1002849,10136,0
71,5043,1002922,10137,0
71,5429,1002922,10137,0
71,5031,1003136,10139,0
71,5043,1003359,10141,0
71,5037,1003409,10146,0
71,5045,1003409,10146,0
71,5043,1003441,10146,0
71,5031,1003458,10146,0
71,5035,1003458,10146,0
71,5038,1003458,10146,0
71,5040,1003458,10146,0
71,5043,1003458,10146,0
71,5044,1003458,10146,0
71,5045,1003458,10146,0
71,5429,1003458,10146,0
71,5038,1003516,10147,0
71,5043,1003516,10147,0
71,5031,1003565,10197,0
71,5043,1003565,10197,0
71,5038,1003581,10147,0
71,5031,1003664,10154,0
71,5035,1003664,10154,0
71,5038,1003664,10154,0
71,5040,1003664,10154,0
71,5044,1003664,10154,0
71,5429,1003664,10154,0
71,5031,1003698,10154,0
71,5035,1003698,10154,0
71,5038,1003698,10154,0
71,5040,1003698,10154,0
71,5043,1003698,10154,0
71,5044,1003698,10154,0
71,5429,1003698,10154,0
71,5031,1003730,10154,0
71,5035,1003730,10154,0
71,5038,1003730,10154,0
71,5040,1003730,10154,0
71,5044,1003730,10154,0
71,5031,1003789,10154,0
71,5035,1003789,10154,0
71,5038,1003789,10154,0
71,5040,1003789,10154,0
71,5043,1003789,10154,0
71,5044,1003789,10154,0
71,5045,1003789,10154,0
71,5031,1008911,58111,0
71,5038,1008911,58111,0
71,5040,1008911,58111,0
71,5429,1008911,58111,0
71,5031,1009000,68326,0
71,5034,1009000,68326,0
71,5035,1009000,68326,0
71,5037,1009000,68326,0
71,5038,1009000,68326,0
71,5040,1009000,68326,0
71,5043,1009000,68326,0
71,5044,1009000,68326,0
71,5429,1009000,68326,0
71,5034,1009075,68326,0
71,5035,1009075,68326,0
71,5031,1010248,45126,0
71,5038,1010248,45126,0
71,5040,1010248,45126,0
71,5429,1010248,45126,0
71,5031,1010255,45126,0
71,5038,1010255,45126,0
71,5040,1010255,45126,0
71,5429,1010255,45126,0
71,5031,1010347,45127,0
71,5038,1010347,45127,0
71,5040,1010347,45127,0
71,5429,1010347,45127,0
71,5031,1010354,45127,0
71,5038,1010354,45127,0
71,5040,1010354,45127,0
71,5429,1010354,45127,0
71,5031,1010362,45127,0
71,5038,1010362,45127,0
71,5040,1010362,45127,0
71,5429,1010362,45127,0
71,5031,1010370,45127,0
71,5038,1010370,45127,0
71,5040,1010370,45127,0
71,5429,1010370,45127,0
71,5031,1010438,45128,0
71,5038,1010438,45128,0
71,5040,1010438,45128,0
71,5429,1010438,45128,0
71,5031,1010446,45128,0
71,5038,1010446,45128,0
71,5040,1010446,45128,0
71,5429,1010446,45128,0
71,5038,1010966,10169,0
71,5044,1011022,10170,0
71,5044,1011329,10175,0
71,5038,1011386,10176,0
71,5031,1011485,78923,0
71,5040,1011485,78923,0
71,5031,1011493,78923,0
71,5040,1011493,78923,0
71,5031,1011501,78923,0
71,5040,1011501,78923,0
71,5040,1011519,78924,0
71,5031,1011527,78924,0
71,5038,1011527,78924,0
71,5040,1011527,78924,0
71,5429,1011527,78924,0
71,5031,1011535,78924,0
71,5038,1011535,78924,0
71,5040,1011535,78924,0
71,5429,1011535,78924,0
71,5031,1013010,10201,0
71,5040,1013010,10201,0
71,5031,1013077,10202,0
71,5038,1013077,10202,0
71,5040,1013077,10202,0
71,5038,1013085,10202,0
71,5040,1013135,10203,0
71,5031,1013143,10203,0
71,5038,1013143,10203,0
71,5031,1013150,10203,0
71,5038,1013150,10203,0
71,5040,1013200,10204,0
71,5031,1013259,10205,0
71,5040,1013259,10205,0
71,5031,1013374,10209,0
71,5038,1013374,10209,0
71,5040,1013374,10209,0
71,5031,1013382,10209,0
71,5038,1013382,10209,0
71,5031,1013390,10209,0
71,5038,1013390,10209,0
71,5040,1013390,10209,0
71,5031,1013499,10207,0
71,5040,1013499,10207,0
71,5031,1014281,910,0
71,5038,1014281,910,0
71,5040,1014281,910,0
71,5429,1014281,910,0
71,5031,1014307,910,0
71,5038,1014307,910,0
71,5040,1014307,910,0
71,5429,1014307,910,0
71,5031,1014364,910,0
71,5038,1014364,910,0
71,5040,1014364,910,0
71,5429,1014364,910,0
71,5031,1014380,910,0
71,5038,1014380,910,0
71,5040,1014380,910,0
71,5429,1014380,910,0
71,5031,1014414,910,0
71,5038,1014414,910,0
71,5040,1014414,910,0
71,5429,1014414,910,0
71,5031,1014422,910,0
71,5038,1014422,910,0
71,5040,1014422,910,0
71,5429,1014422,910,0
71,5031,1014430,910,0
71,5038,1014430,910,0
71,5040,1014430,910,0
71,5429,1014430,910,0
71,5031,1014497,61,0
71,5037,1014497,61,0
71,5038,1014497,61,0
71,5040,1014497,61,0
71,5043,1014497,61,0
71,5045,1014497,61,0
71,5429,1014497,61,0
71,5031,1014505,61,0
71,5035,1014505,61,0
71,5038,1014505,61,0
71,5044,1014505,61,0
71,5031,1014513,61,0
71,5037,1014513,61,0
71,5038,1014513,61,0
71,5043,1014513,61,0
71,5044,1014513,61,0
71,5045,1014521,61,0
71,5031,1014554,62,0
71,5037,1014554,62,0
71,5038,1014554,62,0
71,5040,1014554,62,0
71,5043,1014554,62,0
71,5045,1014554,62,0
71,5429,1014554,62,0
71,5031,1014562,252,0
71,5035,1014562,252,0
71,5038,1014562,252,0
71,5044,1014562,252,0
71,5031,1014570,253,0
71,5037,1014570,253,0
71,5038,1014570,253,0
71,5043,1014570,253,0
71,5044,1014570,253,0
71,5043,1014638,63,0
71,5031,1014679,10225,0
71,5037,1014679,10225,0
71,5044,1014679,10225,0
71,5038,1014695,10226,0
71,5043,1014695,10226,0
71,5038,1014745,10228,0
71,5040,1014745,10228,0
71,5044,1014794,10216,0
71,5043,1014810,10216,0
71,5045,1014810,10216,0
71,5040,1014869,10217,0
71,5037,1014877,10217,0
71,5043,1014877,10217,0
71,5039,1015056,10221,0
71,5031,1015064,10221,0
71,5429,1015064,10221,0
71,5038,1015114,10220,0
71,5031,1015403,255,0
71,5037,1015403,255,0
71,5044,1015403,255,0
71,5031,1015429,10233,0
71,5035,1015429,10233,0
71,5037,1015429,10233,0
71,5038,1015429,10233,0
71,5040,1015429,10233,0
71,5043,1015429,10233,0
71,5044,1015429,10233,0
71,5045,1015429,10233,0
71,5429,1015429,10233,0
71,5035,1015445,256,0
71,5038,1015478,260,0
71,5039,1015478,260,0
71,5040,1015478,260,0
71,5043,1015486,10234,0
71,5031,1015544,10226,0
71,5038,1015544,10226,0
71,5040,1015544,10226,0
71,5044,1015544,10226,0
71,5031,1015601,10227,0
71,5035,1015601,10227,0
71,5038,1015601,10227,0
71,5040,1015601,10227,0
71,5043,1015601,10227,0
71,5044,1015601,10227,0
71,5045,1015601,10227,0
71,5429,1015601,10227,0
71,5031,1015668,10228,0
71,5035,1015668,10228,0
71,5038,1015668,10228,0
71,5040,1015668,10228,0
71,5044,1015668,10228,0
71,5429,1015668,10228,0
71,5035,1015791,10230,0
71,5038,1015791,10230,0
71,5429,1015791,10230,0
71,5038,1015817,10230,0
71,5035,1015833,10235,0
71,5037,1015833,10235,0
71,5045,1015833,10235,0
71,5031,1015858,258,0
71,5035,1015858,258,0
71,5038,1015858,258,0
71,5040,1015858,258,0
71,5043,1015858,258,0
71,5044,1015858,258,0
71,5045,1015858,258,0
71,5429,1015858,258,0
71,5035,1015916,10236,0
71,5038,1015916,10236,0
71,5429,1015916,10236,0
71,5035,1015957,10237,0
71,5038,1015957,10237,0
71,5040,1015957,10237,0
71,5043,1015957,10237,0
71,5429,1015957,10237,0
71,5031,1015981,10237,0
71,5035,1015981,10237,0
71,5037,1015981,10237,0
71,5038,1015981,10237,0
71,5040,1015981,10237,0
71,5043,1015981,10237,0
71,5045,1015981,10237,0
71,5429,1015981,10237,0
71,5031,1016013,10237,0
71,5035,1016013,10237,0
71,5038,1016013,10237,0
71,5040,1016013,10237,0
71,5043,1016013,10237,0
71,5044,1016013,10237,0
71,5429,1016013,10237,0
71,5031,1016047,10237,0
71,5035,1016047,10237,0
71,5037,1016047,10237,0
71,5038,1016047,10237,0
71,5040,1016047,10237,0
71,5043,1016047,10237,0
71,5044,1016047,10237,0
71,5045,1016047,10237,0
71,5429,1016047,10237,0
71,5035,1016070,10237,0
71,5044,1016070,10237,0
71,5429,1016070,10237,0
71,5031,1016104,10237,0
71,5040,1016104,10237,0
71,5044,1016104,10237,0
71,5035,1016120,10237,0
71,5038,1019926,130,0
71,5040,1019926,130,0
71,5035,1019934,130,0
71,5429,1019934,130,0
71,5429,1019942,130,0
71,5038,1019983,132,0
71,5040,1019983,132,0
71,5035,1019991,132,0
71,5429,1019991,132,0
71,5040,1020031,133,0
71,5031,1020056,133,0
