ZL_DIVN_NBR,RDS_SKU_NBR,LOC_NBR,NSL_QTY
71,2491686,5195,1
71,2491686,5194,1
71,2491686,5188,1
71,2491686,5187,1
71,2491686,5137,1
71,2491686,5135,1
71,2491686,5120,1
71,2491686,5111,1
71,2491686,5074,1
71,2491686,5073,1
71,2491686,5066,1
71,2491686,5051,1
71,2491686,5038,1
71,2491686,5031,1
71,2493401,5031,1
71,2493401,5445,1
71,2493401,5431,1
71,2493401,5430,1
71,2493401,5429,1
71,2493401,5255,1
71,2493401,5236,1
71,2493401,5225,1
71,2493401,5223,1
71,2493401,5213,1
71,2493401,5198,1
71,2493401,5133,1
71,2493401,5120,1
71,2493401,5111,1
71,2493401,5066,1
71,2493401,5051,1
71,2493401,5040,1
71,2493419,5066,1
71,2493419,5431,1
71,2493419,5430,1
71,2493419,5429,1
71,2493419,5255,1
71,2493419,5236,1
71,2493419,5225,1
71,2493419,5223,1
71,2493419,5213,1
71,2493419,5198,1
71,2493419,5133,1
71,2493419,5120,1
71,2493419,5111,1
71,2493419,5051,1
71,2493419,5040,1
71,2493419,5031,1
71,2505618,5236,1
71,2505618,5431,1
71,2505618,5430,1
71,2505618,5429,1
71,2505618,5419,1
71,2505618,5255,1
71,2505618,5235,1
71,2505618,5120,1
71,2505618,5073,1
71,2505626,5073,1
71,2505626,5431,1
71,2505626,5430,1
71,2505626,5419,1
71,2505626,5255,1
71,2505626,5236,1
71,2505626,5235,1
71,2505626,5120,1
71,2505709,5051,1
71,2505709,5445,1
71,2505709,5431,1
71,2505709,5429,1
71,2505709,5255,1
71,2505709,5247,1
71,2505709,5242,1
71,2505709,5237,1
71,2505709,5236,1
71,2505709,5235,1
71,2505709,5228,1
71,2505709,5225,1
71,2505709,5219,1
71,2505709,5213,1
71,2505709,5195,1
71,2505709,5194,1
71,2505709,5187,1
71,2505709,5137,1
71,2505709,5135,1
71,2505709,5133,1
71,2505709,5120,1
71,2505709,5074,1
71,2505709,5073,1
71,2505709,5066,1
71,2505725,5051,1
71,2505725,5445,1
71,2505725,5431,1
71,2505725,5430,2
71,2505725,5429,1
71,2505725,5255,1
71,2505725,5247,1
71,2505725,5242,1
71,2505725,5237,1
71,2505725,5236,1
71,2505725,5235,1
71,2505725,5228,1
71,2505725,5225,1
71,2505725,5219,1
71,2505725,5213,1
71,2505725,5195,1
71,2505725,5194,1
71,2505725,5187,1
71,2505725,5137,1
71,2505725,5135,1
71,2505725,5133,1
71,2505725,5120,1
71,2505725,5074,1
71,2505725,5073,1
71,2505725,5066,1
71,2505733,5066,4
71,2505733,5445,4
71,2505733,5431,6
71,2505733,5430,3
71,2505733,5429,4
71,2505733,5255,4
71,2505733,5247,4
71,2505733,5237,4
71,2505733,5236,4
71,2505733,5235,4
71,2505733,5228,3
71,2505733,5225,4
71,2505733,5219,4
71,2505733,5213,4
71,2505733,5195,4
71,2505733,5194,4
71,2505733,5187,4
71,2505733,5137,4
71,2505733,5133,4
71,2505733,5120,4
71,2505733,5074,4
71,2505733,5073,4
71,2505733,5051,4
71,2505741,5051,2
71,2505741,5445,2
71,2505741,5431,2
71,2505741,5430,2
71,2505741,5429,2
71,2505741,5255,2
71,2505741,5247,2
71,2505741,5237,2
71,2505741,5236,2
71,2505741,5235,2
71,2505741,5228,2
71,2505741,5225,2
71,2505741,5219,2
71,2505741,5213,2
71,2505741,5195,2
71,2505741,5194,2
71,2505741,5187,2
71,2505741,5137,2
71,2505741,5133,2
71,2505741,5120,1
71,2505741,5074,2
71,2505741,5073,2
71,2505741,5066,2
71,2506012,5051,1
71,2506012,5445,1
71,2506012,5433,1
71,2506012,5431,1
71,2506012,5430,1
71,2506012,5429,1
71,2506012,5419,1
71,2506012,5255,1
71,2506012,5247,1
71,2506012,5237,1
71,2506012,5236,1
71,2506012,5235,1
71,2506012,5229,1
71,2506012,5228,1
71,2506012,5226,1
71,2506012,5225,1
71,2506012,5223,1
71,2506012,5213,1
71,2506012,5211,1
71,2506012,5210,1
71,2506012,5205,2
71,2506012,5203,2
71,2506012,5195,1
71,2506012,5194,1
71,2506012,5188,1
71,2506012,5187,1
71,2506012,5137,1
71,2506012,5136,1
71,2506012,5135,1
71,2506012,5133,1
71,2506012,5115,1
71,2506012,5111,1
71,2506012,5074,1
71,2506012,5073,1
71,2506012,5066,1
71,2506012,5040,1
71,2506012,5038,1
71,2506012,5031,1
71,2506020,5038,1
71,2506020,5445,1
71,2506020,5433,1
71,2506020,5431,1
71,2506020,5430,1
71,2506020,5429,1
71,2506020,5419,1
71,2506020,5255,1
71,2506020,5247,1
71,2506020,5237,1
71,2506020,5236,1
71,2506020,5235,1
71,2506020,5229,1
71,2506020,5228,1
71,2506020,5226,1
71,2506020,5225,1
71,2506020,5223,1
71,2506020,5213,1
71,2506020,5211,1
71,2506020,5210,1
71,2506020,5205,2
71,2506020,5203,2
71,2506020,5195,1
71,2506020,5194,1
71,2506020,5188,1
71,2506020,5187,1
71,2506020,5137,1
71,2506020,5136,1
71,2506020,5135,1
71,2506020,5133,1
71,2506020,5115,1
71,2506020,5111,1
71,2506020,5074,1
71,2506020,5073,1
71,2506020,5066,1
71,2506020,5051,1
71,2506020,5040,1
71,2506020,5031,1
71,2506038,5445,1
71,2506038,5433,1
71,2506038,5431,1
71,2506038,5430,1
71,2506038,5429,1
71,2506038,5419,1
71,2506038,5255,1
71,2506038,5247,1
71,2506038,5237,1
71,2506038,5236,1
71,2506038,5235,1
71,2506038,5229,1
71,2506038,5228,1
71,2506038,5226,1
71,2506038,5225,1
71,2506038,5223,1
71,2506038,5213,1
71,2506038,5211,1
71,2506038,5210,1
71,2506038,5205,2
71,2506038,5203,2
71,2506038,5195,1
71,2506038,5194,1
71,2506038,5188,1
71,2506038,5187,1
71,2506038,5137,1
71,2506038,5136,1
71,2506038,5135,1
71,2506038,5133,1
71,2506038,5115,1
71,2506038,5111,1
71,2506038,5074,1
71,2506038,5073,1
71,2506038,5066,1
71,2506038,5051,1
71,2506038,5040,1
71,2506038,5038,1
71,2506038,5031,1
71,2506111,5038,1
71,2506111,5445,1
71,2506111,5433,1
71,2506111,5431,1
71,2506111,5430,1
71,2506111,5429,1
71,2506111,5419,1
71,2506111,5255,1
71,2506111,5247,1
71,2506111,5237,1
71,2506111,5236,1
71,2506111,5235,1
71,2506111,5228,1
71,2506111,5226,1
71,2506111,5225,1
71,2506111,5223,1
71,2506111,5213,1
71,2506111,5211,1
71,2506111,5210,1
71,2506111,5205,1
71,2506111,5203,2
71,2506111,5195,1
71,2506111,5194,1
71,2506111,5188,1
71,2506111,5187,1
71,2506111,5137,1
71,2506111,5135,1
71,2506111,5133,1
71,2506111,5115,1
71,2506111,5111,1
71,2506111,5074,1
71,2506111,5073,1
71,2506111,5066,1
71,2506111,5051,1
71,2506111,5040,1
71,2506111,5031,1
71,2506129,5038,1
71,2506129,5433,1
71,2506129,5431,1
71,2506129,5430,1
71,2506129,5429,1
71,2506129,5419,1
71,2506129,5255,1
71,2506129,5247,1
71,2506129,5237,1
71,2506129,5236,1
71,2506129,5235,1
71,2506129,5229,1
71,2506129,5228,1
71,2506129,5226,1
71,2506129,5225,1
71,2506129,5223,1
71,2506129,5213,1
71,2506129,5211,1
71,2506129,5210,1
71,2506129,5205,1
71,2506129,5203,1
71,2506129,5195,1
71,2506129,5194,1
71,2506129,5188,1
71,2506129,5187,1
71,2506129,5137,1
71,2506129,5135,1
71,2506129,5133,1
71,2506129,5115,1
71,2506129,5111,1
71,2506129,5074,1
71,2506129,5073,1
71,2506129,5066,1
71,2506129,5051,1
71,2506129,5040,1
71,2506129,5031,1
71,2506137,5038,1
71,2506137,5445,1
71,2506137,5431,1
71,2506137,5430,1
71,2506137,5429,1
71,2506137,5255,1
71,2506137,5247,1
71,2506137,5237,1
71,2506137,5236,1
71,2506137,5235,1
71,2506137,5228,1
71,2506137,5226,1
71,2506137,5225,1
71,2506137,5223,1
71,2506137,5213,1
71,2506137,5211,1
71,2506137,5210,1
71,2506137,5205,1
71,2506137,5203,1
71,2506137,5195,1
71,2506137,5194,1
71,2506137,5188,1
71,2506137,5187,1
71,2506137,5137,1
71,2506137,5135,1
71,2506137,5133,1
71,2506137,5115,1
71,2506137,5111,1
71,2506137,5074,1
71,2506137,5073,1
71,2506137,5066,1
71,2506137,5051,1
71,2506137,5040,1
71,2506137,5031,1
71,2506145,5431,1
71,2506145,5445,1
71,2506145,5430,1
71,2506145,5429,1
71,2506145,5255,1
71,2506145,5236,1
71,2506145,5228,1
71,2506145,5225,1
71,2506145,5223,1
71,2506145,5213,1
71,2506145,5210,1
71,2506145,5187,1
71,2506145,5115,1
71,2506145,5073,1
71,2506145,5066,1
71,2506145,5040,1
71,2506145,5031,1
71,2506889,5073,1
71,2506889,5431,1
71,2506889,5430,1
71,2506889,5429,1
71,2506889,5419,1
71,2506889,5255,1
71,2506889,5236,1
71,2506889,5235,1
71,2506889,5120,1
71,2506897,5120,1
71,2506897,5431,1
71,2506897,5430,1
71,2506897,5429,1
71,2506897,5419,1
71,2506897,5255,1
71,2506897,5236,1
71,2506897,5235,1
71,2506897,5073,1
71,2506905,5073,1
71,2506905,5431,1
71,2506905,5430,1
71,2506905,5429,1
71,2506905,5419,1
71,2506905,5255,1
71,2506905,5236,1
71,2506905,5235,1
71,2506905,5120,1
71,2506954,5255,1
71,2506954,5431,1
71,2506954,5430,1
71,2506954,5236,1
71,2506954,5120,1
71,2506954,5073,1
71,2506962,5120,1
71,2506962,5431,1
71,2506962,5430,1
71,2506962,5429,1
71,2506962,5419,1
71,2506962,5255,1
71,2506962,5236,1
71,2506962,5235,1
71,2506962,5073,1
71,2511426,5255,1
71,2512374,5066,1
71,2512374,5431,1
71,2512374,5430,1
71,2512374,5429,1
71,2512374,5255,1
71,2512374,5236,1
71,2512374,5225,1
71,2512374,5223,1
71,2512374,5213,1
71,2512374,5135,1
71,2512374,5133,1
71,2512374,5115,1
71,2512374,5074,1
71,2512374,5051,1
71,2512374,5040,1
71,2512374,5038,1
71,2516649,5043,1
71,2516649,5445,1
71,2516649,5431,1
71,2516649,5430,1
71,2516649,5429,1
71,2516649,5255,1
71,2516649,5247,1
71,2516649,5237,1
71,2516649,5236,1
71,2516649,5235,1
71,2516649,5228,1
71,2516649,5226,1
71,2516649,5225,1
71,2516649,5223,1
71,2516649,5215,1
71,2516649,5213,1
71,2516649,5210,1
71,2516649,5206,1
71,2516649,5205,1
71,2516649,5203,1
71,2516649,5198,1
71,2516649,5195,1
71,2516649,5194,1
71,2516649,5188,1
71,2516649,5187,1
71,2516649,5137,1
71,2516649,5136,1
71,2516649,5135,1
71,2516649,5133,1
71,2516649,5120,1
71,2516649,5115,1
71,2516649,5111,1
71,2516649,5074,1
71,2516649,5073,1
71,2516649,5066,1
71,2516649,5051,1
71,2516649,5047,1
71,2516649,5040,1
71,2516649,5038,1
71,2516649,5031,1
71,2524478,5431,1
71,2524478,5430,1
71,2524478,5133,1
71,2524494,5133,1
71,2524494,5431,1
71,2524494,5430,1
71,2524502,5430,1
71,2524502,5431,1
71,2524502,5133,1
71,2524544,5133,1
71,2524544,5431,1
71,2524544,5430,1
71,2524551,5431,1
71,2524551,5430,1
71,2524551,5133,1
71,2524577,5133,1
71,2524577,5431,1
71,2524577,5430,1
71,2525582,5431,1
71,2541126,5031,1
71,2541126,5445,1
71,2541126,5431,1
71,2541126,5430,1
71,2541126,5429,1
71,2541126,5255,1
71,2541126,5247,1
71,2541126,5237,1
71,2541126,5236,1
71,2541126,5229,1
71,2541126,5226,1
71,2541126,5225,1
71,2541126,5223,1
71,2541126,5215,1
71,2541126,5213,1
71,2541126,5211,1
71,2541126,5206,1
71,285320,5445,1
71,285320,5431,1
71,285320,5430,1
71,285320,5422,1
71,285320,5419,1
71,285320,5255,1
71,285320,5242,1
71,285320,5237,1
71,285320,5228,1
71,285320,5225,2
71,285320,5223,1
71,285320,5219,1
71,285320,5203,1
71,285320,5195,1
71,285320,5191,1
71,285320,5190,1
71,285320,5137,1
71,285320,5136,1
71,285320,5120,1
71,285320,5111,1
71,285320,5073,1
71,285320,5066,1
71,285320,5047,1
71,285320,5040,1
71,285320,5031,1
71,286344,5044,1
71,295824,5047,1
71,295824,5433,1
71,295824,5430,1
71,295824,5429,1
71,295824,5422,1
71,295824,5419,1
71,295824,5237,1
71,295824,5236,1
71,295824,5226,1
71,295824,5225,1
71,295824,5223,1
71,295824,5219,1
71,295824,5215,1
71,295824,5211,1
71,295824,5210,1
71,295824,5206,1
71,295824,5205,1
71,295824,5203,1
71,295824,5194,1
71,295824,5191,1
71,295824,5190,1
71,295824,5189,1
71,295824,5187,1
71,295824,5137,1
71,295824,5136,1
71,295824,5135,1
71,295824,5120,1
71,295824,5115,1
71,295824,5111,1
71,295824,5066,1
71,295824,5051,1
71,297259,5431,1
71,297259,5430,1
71,297259,5236,1
71,297259,5235,1
71,297259,5228,1
71,297259,5073,1
71,297267,5228,1
71,297267,5431,1
71,297267,5430,1
71,297267,5236,1
71,297267,5235,1
71,297267,5073,1
71,297309,5236,1
71,297309,5431,1
71,297309,5430,1
71,297309,5235,1
71,297309,5228,1
71,297309,5073,1
71,297317,5228,1
71,297317,5431,1
71,297317,5430,1
71,297317,5236,1
71,297317,5235,1
71,297317,5073,1
71,297325,5431,1
71,297325,5430,1
71,297325,5236,1
71,297325,5235,1
71,297325,5228,1
71,297325,5073,1
71,297333,5228,1
71,297333,5431,1
71,297333,5430,1
71,297333,5236,1
71,297333,5235,1
71,297333,5073,1
71,297341,5236,1
71,297341,5431,1
71,297341,5430,1
71,297341,5235,1
71,297341,5228,1
71,297341,5073,1
71,302802,5035,1
71,302802,5445,1
71,302802,5444,1
71,302802,5434,1
71,302802,5431,1
71,302802,5430,1
71,302802,5429,1
71,302802,5422,1
71,302802,5419,1
71,302802,5255,1
71,302802,5247,1
71,302802,5242,1
71,302802,5237,1
71,302802,5236,1
71,302802,5229,1
71,302802,5228,1
71,302802,5225,1
71,302802,5223,1
71,302802,5219,1
71,302802,5215,1
71,302802,5213,1
71,302802,5210,1
71,302802,5203,1
71,302802,5195,1
71,302802,5194,2
71,302802,5189,1
71,302802,5188,1
71,302802,5137,1
71,302802,5136,1
71,302802,5133,1
71,302802,5120,1
71,302802,5115,1
71,302802,5111,1
71,302802,5073,1
71,302802,5066,1
71,302802,5051,1
71,302802,5040,1
71,302802,5038,1
71,302802,5031,1
71,302810,5031,1
71,302810,5445,1
71,302810,5434,1
71,302810,5431,1
71,302810,5430,1
71,302810,5429,1
71,302810,5422,1
71,302810,5419,1
71,302810,5255,1
71,302810,5247,1
71,302810,5242,1
71,302810,5237,1
71,302810,5236,1
71,302810,5229,1
71,302810,5228,1
71,302810,5225,1
71,302810,5223,1
71,302810,5219,1
71,302810,5215,1
71,302810,5213,1
71,302810,5210,1
71,302810,5203,1
71,302810,5195,1
71,302810,5194,2
71,302810,5189,1
71,302810,5188,1
71,302810,5137,1
71,302810,5136,1
71,302810,5133,1
71,302810,5120,1
71,302810,5115,1
71,302810,5111,1
71,302810,5073,1
71,302810,5066,1
71,302810,5051,1
71,302810,5040,1
71,302810,5038,1
71,302810,5035,1
71,302828,5031,3
71,302828,5445,4
71,302828,5434,4
71,302828,5431,2
71,302828,5430,4
71,302828,5429,4
71,302828,5422,4
71,302828,5419,4
71,302828,5255,5
71,302828,5247,4
71,302828,5242,4
71,302828,5237,4
71,302828,5236,4
71,302828,5229,4
71,302828,5228,4
71,302828,5225,4
71,302828,5223,4
71,302828,5219,4
71,302828,5215,4
71,302828,5213,4
71,302828,5210,4
71,302828,5203,4
71,302828,5195,4
71,302828,5194,4
71,302828,5189,4
71,302828,5188,4
71,302828,5137,4
71,302828,5136,4
71,302828,5133,4
71,302828,5120,4
71,302828,5115,4
71,302828,5111,4
71,302828,5073,4
71,302828,5066,4
71,302828,5051,3
71,302828,5040,4
71,302828,5038,4
71,302828,5035,4
71,302836,5031,2
71,302836,5445,2
71,302836,5434,2
71,302836,5431,2
71,302836,5430,2
71,302836,5429,2
71,302836,5422,2
71,302836,5419,2
71,302836,5255,2
71,302836,5247,2
71,302836,5242,2
71,302836,5237,2
71,302836,5236,2
71,302836,5229,2
71,302836,5228,2
71,302836,5225,2
71,302836,5223,2
71,302836,5219,2
71,302836,5215,2
71,302836,5213,2
71,302836,5210,2
71,302836,5203,2
71,302836,5195,2
71,302836,5194,2
71,302836,5189,2
71,302836,5188,2
71,302836,5137,2
71,302836,5136,2
71,302836,5133,2
71,302836,5120,2
71,302836,5115,2
71,302836,5111,2
71,302836,5073,2
71,302836,5066,1
71,302836,5051,2
71,302836,5040,2
71,302836,5038,2
71,302836,5035,2
71,302844,5031,1
71,302844,5445,1
71,302844,5431,1
71,302844,5430,1
71,302844,5429,1
71,302844,5419,1
71,302844,5237,1
71,302844,5228,1
71,302844,5225,1
71,302844,5215,1
71,302844,5213,1
71,302844,5210,1
71,302844,5203,1
71,302844,5195,1
71,302844,5189,1
71,302844,5136,1
71,302844,5133,1
71,302844,5120,1
71,302844,5115,1
71,302844,5111,1
71,302844,5073,1
71,302844,5066,1
71,302844,5051,1
71,302844,5040,1
71,302844,5035,1
71,305409,5431,1
71,305425,5431,1
71,305433,5431,1
71,305441,5431,1
71,305466,5431,1
71,310821,5031,1
71,310821,5445,1
71,310821,5434,1
71,310821,5431,1
71,310821,5430,1
71,310821,5429,1
71,310821,5255,1
71,310821,5237,1
71,310821,5236,1
71,310821,5235,1
71,310821,5228,1
71,310821,5226,1
71,310821,5223,1
71,310821,5210,1
71,310821,5205,1
71,310821,5195,1
71,310821,5194,1
71,310821,5190,1
71,310821,5187,1
71,310821,5137,1
71,310821,5135,1
71,310821,5120,1
71,310821,5115,1
71,310821,5111,1
71,310821,5074,1
71,310821,5073,1
71,310821,5051,1
71,310821,5043,1
71,310821,5040,1
71,310821,5038,1
71,311159,5031,2
71,311159,5445,2
71,311159,5434,2
71,311159,5431,2
71,311159,5430,2
71,311159,5429,2
71,311159,5255,3
71,311159,5237,2
71,311159,5236,1
71,311159,5235,1
71,311159,5229,1
71,311159,5228,2
71,311159,5226,2
71,311159,5225,2
71,311159,5223,2
71,311159,5213,2
71,311159,5210,2
71,311159,5205,1
71,311159,5203,1
71,311159,5195,2
71,311159,5194,2
71,311159,5190,2
71,311159,5187,2
71,311159,5137,2
71,311159,5135,2
71,311159,5120,2
71,311159,5115,2
71,311159,5111,1
71,311159,5074,2
71,311159,5073,2
71,311159,5066,2
71,311159,5051,2
71,311159,5043,1
71,311159,5040,2
71,311159,5038,2
71,314351,5038,1
71,314351,5445,1
71,314351,5434,1
71,314351,5431,1
71,314351,5430,1
71,314351,5429,1
71,314351,5255,1
71,314351,5237,1
71,314351,5236,1
71,314351,5235,1
71,314351,5228,1
71,314351,5226,1
71,314351,5225,1
71,314351,5223,1
71,314351,5213,1
71,314351,5210,1
71,314351,5203,1
71,314351,5195,1
71,314351,5194,1
71,314351,5190,1
71,314351,5187,1
71,314351,5137,1
71,314351,5135,1
71,314351,5120,1
71,314351,5115,1
71,314351,5074,1
71,314351,5073,1
71,314351,5066,1
71,314351,5051,1
71,314351,5040,1
71,314351,5031,1
71,334888,5068,1
71,335018,5433,1
71,337352,5037,1
71,339986,5444,1
71,365478,5031,1
71,365478,5431,1
71,365478,5430,1
71,365478,5429,1
71,365478,5255,1
71,365478,5237,1
71,365478,5236,1
71,365478,5235,1
71,365478,5228,1
71,365478,5226,1
71,365478,5225,1
71,365478,5223,1
71,365478,5213,1
71,365478,5210,1
71,365478,5205,1
71,365478,5195,1
71,365478,5194,1
71,365478,5187,1
71,365478,5137,1
71,365478,5120,1
71,365478,5115,1
71,365478,5074,1
71,365478,5073,1
71,365478,5066,1
71,365478,5051,1
71,365478,5040,1
71,365478,5038,1
71,366674,5431,1
71,366674,5430,1
71,366674,5429,1
71,366674,5255,1
71,366674,5237,1
71,366674,5236,1
71,366674,5235,1
71,366674,5228,1
71,366674,5226,1
71,366674,5225,1
71,366674,5223,1
71,366674,5213,1
71,366674,5210,1
71,366674,5205,1
71,366674,5195,1
71,366674,5194,1
71,366674,5187,1
71,366674,5137,1
71,366674,5120,1
71,366674,5115,1
71,366674,5074,1
71,366674,5073,1
71,366674,5066,1
71,366674,5051,1
71,366674,5040,1
71,366674,5038,1
71,366674,5031,1
71,366682,5031,1
71,366682,5431,1
71,366682,5430,1
71,366682,5429,1
71,366682,5255,1
71,366682,5237,1
71,366682,5236,1
71,366682,5235,1
71,366682,5228,1
71,366682,5226,1
71,366682,5225,1
71,366682,5223,1
71,366682,5213,1
71,366682,5210,1
71,366682,5205,1
71,366682,5195,1
71,366682,5194,1
71,366682,5187,1
71,366682,5137,1
71,366682,5120,1
71,366682,5115,1
71,366682,5074,1
71,366682,5073,1
71,366682,5066,1
71,366682,5051,1
71,366682,5040,1
71,366682,5038,1
71,366690,5038,1
71,366690,5431,1
71,366690,5430,1
71,366690,5429,1
71,366690,5255,1
71,366690,5237,1
71,366690,5236,1
71,366690,5235,1
71,366690,5228,1
71,366690,5226,1
71,366690,5225,1
71,366690,5223,1
71,366690,5213,1
71,366690,5210,1
71,366690,5205,1
71,366690,5195,1
71,366690,5194,1
71,366690,5187,1
71,366690,5137,1
71,366690,5120,1
71,366690,5115,1
71,366690,5074,1
71,366690,5073,1
71,366690,5066,1
71,366690,5051,1
71,366690,5040,1
71,366690,5031,1
71,366708,5031,1
71,366708,5431,1
71,366708,5430,1
71,366708,5429,1
71,366708,5255,1
71,366708,5237,1
71,366708,5236,1
71,366708,5235,1
71,366708,5228,1
71,366708,5226,1
71,366708,5225,1
71,366708,5223,1
71,366708,5213,1
71,366708,5210,1
71,366708,5205,1
71,366708,5195,1
71,366708,5194,1
71,366708,5187,1
71,366708,5137,1
71,366708,5120,1
71,366708,5115,1
71,366708,5074,1
71,366708,5073,1
71,366708,5066,1
71,366708,5051,1
71,366708,5040,1
71,366708,5038,1
71,366955,5051,1
71,366955,5431,1
71,366955,5430,1
71,366955,5429,1
71,366955,5255,1
71,366955,5237,1
71,366955,5236,1
71,366955,5235,1
71,366955,5228,1
71,366955,5226,1
71,366955,5225,1
71,366955,5223,1
71,366955,5210,1
71,366955,5205,1
71,366955,5195,1
71,366955,5194,1
71,366955,5187,1
71,366955,5137,1
71,366955,5120,1
71,366955,5115,1
71,366955,5074,1
71,366955,5073,1
71,366955,5066,1
71,366955,5040,1
71,366955,5038,1
71,366955,5031,1
71,367532,5425,1
71,367631,5115,1
71,367631,5120,1
71,390443,5031,1
71,390443,5445,1
71,390443,5430,1
71,390443,5255,1
71,390443,5236,1
71,390443,5225,1
71,390443,5120,1
71,390443,5051,1
71,390443,5040,1
71,390450,5040,1
71,390450,5445,1
71,390450,5430,1
71,390450,5255,1
71,390450,5236,1
71,390450,5225,1
71,390450,5213,1
71,390450,5120,1
71,390450,5066,1
71,390450,5051,1
71,390450,5031,1
71,393231,5434,1
71,393934,5038,1
71,393934,5445,1
71,393934,5433,1
71,393934,5431,1
71,393934,5430,1
71,393934,5429,1
71,393934,5422,1
71,393934,5255,1
71,393934,5247,1
71,393934,5242,1
71,393934,5237,1
71,393934,5236,1
71,393934,5235,1
71,393934,5228,1
71,393934,5226,1
71,393934,5225,1
71,393934,5223,1
71,393934,5219,1
71,393934,5215,1
71,393934,5213,1
71,393934,5211,1
71,393934,5210,1
71,393934,5206,1
71,393934,5205,1
71,393934,5203,1
71,393934,5198,1
71,393934,5195,1
71,393934,5191,1
71,393934,5189,1
71,393934,5188,1
71,393934,5187,1
71,393934,5137,1
71,393934,5136,1
71,393934,5135,1
71,393934,5133,1
71,393934,5120,1
71,393934,5115,1
71,393934,5111,1
71,393934,5074,1
71,393934,5073,1
71,393934,5066,1
71,393934,5051,1
71,393934,5047,1
71,393934,5043,1
71,393934,5040,1
71,393934,5031,1
71,397364,5043,1
71,397364,5445,1
71,397364,5434,1
71,397364,5433,1
71,397364,5431,1
71,397364,5430,1
71,397364,5429,1
71,397364,5422,1
71,397364,5255,1
71,397364,5247,1
71,397364,5242,1
71,397364,5237,1
71,397364,5236,1
71,397364,5228,1
71,397364,5226,1
71,397364,5225,1
71,397364,5223,1
71,397364,5219,1
71,397364,5215,1
71,397364,5213,1
71,397364,5211,1
71,397364,5210,1
71,397364,5206,1
71,397364,5205,1
71,397364,5203,1
71,397364,5198,1
71,397364,5195,1
71,397364,5194,1
71,397364,5191,1
71,397364,5189,1
71,397364,5188,1
71,397364,5187,1
71,397364,5136,1
71,397364,5135,1
71,397364,5133,1
71,397364,5120,1
71,397364,5115,1
71,397364,5111,1
71,397364,5074,1
71,397364,5073,1
71,397364,5066,1
71,397364,5051,1
71,397364,5047,1
71,397364,5040,1
71,397364,5038,1
71,397364,5031,1
71,405423,5038,1
71,405423,5445,1
71,405423,5434,1
71,405423,5433,1
71,405423,5431,1
71,405423,5430,1
71,405423,5429,1
71,405423,5422,1
71,405423,5419,1
71,405423,5255,1
71,405423,5247,1
71,405423,5242,1
71,405423,5237,1
71,405423,5236,1
71,405423,5235,1
71,405423,5229,1
71,405423,5228,1
71,405423,5226,1
71,405423,5225,1
71,405423,5223,1
71,405423,5219,1
71,405423,5215,1
71,405423,5213,1
71,405423,5211,1
71,405423,5210,1
71,405423,5206,1
71,405423,5205,1
71,405423,5203,1
71,405423,5198,1
71,405423,5195,1
71,405423,5194,1
71,405423,5191,1
71,405423,5190,1
71,405423,5189,1
71,405423,5188,1
71,405423,5187,1
71,405423,5137,1
71,405423,5136,1
71,405423,5135,1
71,405423,5133,1
71,405423,5120,1
71,405423,5115,1
71,405423,5111,1
71,405423,5074,1
71,405423,5073,1
71,405423,5066,1
71,405423,5051,1
71,405423,5047,1
71,405423,5043,1
71,405423,5040,1
71,405423,5031,1
71,405431,5031,1
71,405431,5445,1
71,405431,5434,1
71,405431,5433,1
71,405431,5431,1
71,405431,5430,1
71,405431,5429,1
71,405431,5419,1
71,405431,5255,1
71,405431,5247,2
71,405431,5242,1
71,405431,5237,1
71,405431,5236,1
71,405431,5235,1
71,405431,5229,1
71,405431,5228,1
71,405431,5226,1
71,405431,5225,1
71,405431,5223,1
71,405431,5219,1
71,405431,5215,1
71,405431,5213,1
71,405431,5211,1
71,405431,5210,1
71,405431,5206,1
71,405431,5205,1
71,405431,5203,1
71,405431,5198,1
71,405431,5195,1
71,405431,5194,1
71,405431,5191,1
71,405431,5190,1
71,405431,5189,1
71,405431,5188,1
71,405431,5187,1
71,405431,5137,1
71,405431,5136,1
71,405431,5135,1
71,405431,5133,1
71,405431,5120,1
71,405431,5115,1
71,405431,5111,1
71,405431,5074,1
71,405431,5073,1
71,405431,5066,1
71,405431,5051,1
71,405431,5047,1
71,405431,5043,1
71,405431,5040,1
71,405431,5038,1
71,410480,5135,1
71,410480,5434,1
71,410480,5433,1
71,410480,5236,1
71,410480,5219,1
71,410480,5189,1
71,410480,5187,1
71,410498,5236,1
71,410498,5187,1
71,410506,5433,1
71,410506,5236,1
71,410506,5219,1
71,410506,5189,1
71,410506,5187,1
71,410506,5135,1
71,430769,5073,1
71,430769,5445,1
71,430769,5431,1
71,430769,5430,1
71,430769,5429,1
71,430769,5255,1
71,430769,5228,1
71,430769,5225,1
71,430769,5223,1
71,430769,5198,1
71,430769,5187,1
71,430769,5133,1
71,430769,5120,1
71,430769,5115,1
71,430769,5040,1
71,457051,5040,3
71,484568,5431,1
71,484568,5198,1
71,484576,5431,1
71,484576,5430,1
71,484576,5429,1
71,484576,5223,1
71,484576,5137,1
71,484600,5031,1
71,484600,5445,1
71,484600,5434,1
71,484600,5433,1
71,484600,5431,1
71,484600,5430,1
71,484600,5429,1
71,484600,5422,1
71,484600,5247,1
71,484600,5242,1
71,484600,5236,1
71,484600,5228,1
71,484600,5226,1
